gene,group
ADAMTS2,broadly_reactive_cysteine
PARN,broadly_reactive_cysteine
TGDS,broadly_reactive_cysteine
PSMG1,broadly_reactive_cysteine
FMNL1,broadly_reactive_cysteine
CTDNEP1,broadly_reactive_cysteine
NSA2,broadly_reactive_cysteine
H6PD,broadly_reactive_cysteine
SEC24A,broadly_reactive_cysteine
SEC24B,broadly_reactive_cysteine
CBX6,broadly_reactive_cysteine
NADK,broadly_reactive_cysteine
TDP2,broadly_reactive_cysteine
MPC2,broadly_reactive_cysteine
METTL18,broadly_reactive_cysteine
ETHE1,broadly_reactive_cysteine
ACSL3,broadly_reactive_cysteine
POLR1A,broadly_reactive_cysteine
PCNT,broadly_reactive_cysteine
YEATS4,broadly_reactive_cysteine
DUS4L,broadly_reactive_cysteine
ZBTB11,broadly_reactive_cysteine
CNOT4,broadly_reactive_cysteine
STAMBP,broadly_reactive_cysteine
CPSF4,broadly_reactive_cysteine
NFATC1,broadly_reactive_cysteine
ASMTL,broadly_reactive_cysteine
CDS2,broadly_reactive_cysteine
PPP1R3D,broadly_reactive_cysteine
BRD1,broadly_reactive_cysteine
POP4,broadly_reactive_cysteine
HERC2,broadly_reactive_cysteine
CRTAM,broadly_reactive_cysteine
OXSR1,broadly_reactive_cysteine
GGPS1,broadly_reactive_cysteine
HSPA4L,broadly_reactive_cysteine
PTBP3,broadly_reactive_cysteine
AP2A1,broadly_reactive_cysteine
WIZ,broadly_reactive_cysteine
DDX58,broadly_reactive_cysteine
ZMYM6,broadly_reactive_cysteine
STAU1,broadly_reactive_cysteine
TTC4,broadly_reactive_cysteine
TMEM50A,broadly_reactive_cysteine
BAG2,broadly_reactive_cysteine
BAG3,broadly_reactive_cysteine
MAP4K4,broadly_reactive_cysteine
MLYCD,broadly_reactive_cysteine
CRYZL1,broadly_reactive_cysteine
AIFM1,broadly_reactive_cysteine
CLIC3,broadly_reactive_cysteine
EML2,broadly_reactive_cysteine
BPNT1,broadly_reactive_cysteine
DDAH2,broadly_reactive_cysteine
ABHD16A,broadly_reactive_cysteine
GPANK1,broadly_reactive_cysteine
TXNDC12,broadly_reactive_cysteine
ECD,broadly_reactive_cysteine
CBX7,broadly_reactive_cysteine
EOMES,broadly_reactive_cysteine
S1PR4,broadly_reactive_cysteine
MBD3,broadly_reactive_cysteine
TOP3B,broadly_reactive_cysteine
NUDT3,broadly_reactive_cysteine
BCL10,broadly_reactive_cysteine
CLPTM1,broadly_reactive_cysteine
ZBED1,broadly_reactive_cysteine
MOCS2,broadly_reactive_cysteine
TOMM40,broadly_reactive_cysteine
NAPSA,broadly_reactive_cysteine
PEX11B,broadly_reactive_cysteine
CHEK2,broadly_reactive_cysteine
APBA3,broadly_reactive_cysteine
ACTL6A,broadly_reactive_cysteine
CCNE2,broadly_reactive_cysteine
WHSC1,broadly_reactive_cysteine
MT-CYB,broadly_reactive_cysteine
LDHA,broadly_reactive_cysteine
GLUD1,broadly_reactive_cysteine
CYB5R3,broadly_reactive_cysteine
GSR,broadly_reactive_cysteine
MT-CO1,broadly_reactive_cysteine
SOD1,broadly_reactive_cysteine
F13A1,broadly_reactive_cysteine
PNP,broadly_reactive_cysteine
HPRT1,broadly_reactive_cysteine
GOT2,broadly_reactive_cysteine
ABL1,broadly_reactive_cysteine
PGK1,broadly_reactive_cysteine
F2,broadly_reactive_cysteine
F9,broadly_reactive_cysteine
F10,broadly_reactive_cysteine
PLG,broadly_reactive_cysteine
ADA,broadly_reactive_cysteine
ASS1,broadly_reactive_cysteine
OAS1,broadly_reactive_cysteine
SERPINA1,broadly_reactive_cysteine
C5,broadly_reactive_cysteine
NRAS,broadly_reactive_cysteine
HRAS,broadly_reactive_cysteine
LDLR,broadly_reactive_cysteine
TGFB1,broadly_reactive_cysteine
IL2RA,broadly_reactive_cysteine
CD4,broadly_reactive_cysteine
CD8A,broadly_reactive_cysteine
IGKC,broadly_reactive_cysteine
HLA-A,broadly_reactive_cysteine
HBD,broadly_reactive_cysteine
LMNA,broadly_reactive_cysteine
AHSG,broadly_reactive_cysteine
TTR,broadly_reactive_cysteine
ALB,broadly_reactive_cysteine
TFRC,broadly_reactive_cysteine
FTL,broadly_reactive_cysteine
MT2A,broadly_reactive_cysteine
MT-ND3,broadly_reactive_cysteine
KLKB1,broadly_reactive_cysteine
TRGC2,broadly_reactive_cysteine
CAT,broadly_reactive_cysteine
RAF1,broadly_reactive_cysteine
GBA,broadly_reactive_cysteine
ALDOA,broadly_reactive_cysteine
ANXA1,broadly_reactive_cysteine
NR3C1,broadly_reactive_cysteine
OAT,broadly_reactive_cysteine
TK1,broadly_reactive_cysteine
HLA-DRB1,broadly_reactive_cysteine
VWF,broadly_reactive_cysteine
GAPDH,broadly_reactive_cysteine
CAPNS1,broadly_reactive_cysteine
TP53,broadly_reactive_cysteine
TYMS,broadly_reactive_cysteine
RPN1,broadly_reactive_cysteine
RPN2,broadly_reactive_cysteine
GNAI2,broadly_reactive_cysteine
ATP1A1,broadly_reactive_cysteine
ITGB2,broadly_reactive_cysteine
SLC25A5,broadly_reactive_cysteine
F13B,broadly_reactive_cysteine
ISG15,broadly_reactive_cysteine
PCCA,broadly_reactive_cysteine
PCCB,broadly_reactive_cysteine
EIF2S1,broadly_reactive_cysteine
ICAM1,broadly_reactive_cysteine
RPLP1,broadly_reactive_cysteine
RPLP0,broadly_reactive_cysteine
POLR3D,broadly_reactive_cysteine
SSB,broadly_reactive_cysteine
ITGB1,broadly_reactive_cysteine
PRKCB,broadly_reactive_cysteine
CD5,broadly_reactive_cysteine
UROD,broadly_reactive_cysteine
LCK,broadly_reactive_cysteine
FYN,broadly_reactive_cysteine
GSN,broadly_reactive_cysteine
RB1,broadly_reactive_cysteine
CD2,broadly_reactive_cysteine
EIF4E,broadly_reactive_cysteine
ENO1,broadly_reactive_cysteine
GPI,broadly_reactive_cysteine
POLB,broadly_reactive_cysteine
NPM1,broadly_reactive_cysteine
LDHB,broadly_reactive_cysteine
CENPB,broadly_reactive_cysteine
GPX1,broadly_reactive_cysteine
P4HB,broadly_reactive_cysteine
CTSD,broadly_reactive_cysteine
ANXA2,broadly_reactive_cysteine
C8B,broadly_reactive_cysteine
CAPN1,broadly_reactive_cysteine
TUBB,broadly_reactive_cysteine
ADRB2,broadly_reactive_cysteine
PSAP,broadly_reactive_cysteine
HEXB,broadly_reactive_cysteine
PFN1,broadly_reactive_cysteine
BPGM,broadly_reactive_cysteine
APRT,broadly_reactive_cysteine
EPRS,broadly_reactive_cysteine
CTSB,broadly_reactive_cysteine
HSP90AA1,broadly_reactive_cysteine
UQCRH,broadly_reactive_cysteine
YES1,broadly_reactive_cysteine
LYN,broadly_reactive_cysteine
ERCC1,broadly_reactive_cysteine
SP1,broadly_reactive_cysteine
HSPA1B,broadly_reactive_cysteine
ANXA6,broadly_reactive_cysteine
RHOC,broadly_reactive_cysteine
CD55,broadly_reactive_cysteine
ABCB1,broadly_reactive_cysteine
SLC3A2,broadly_reactive_cysteine
GUSB,broadly_reactive_cysteine
PFKM,broadly_reactive_cysteine
HSP90AB1,broadly_reactive_cysteine
SRPR,broadly_reactive_cysteine
ASNS,broadly_reactive_cysteine
HMBS,broadly_reactive_cysteine
PDHA1,broadly_reactive_cysteine
PLEK,broadly_reactive_cysteine
CYC1,broadly_reactive_cysteine
PTPRC,broadly_reactive_cysteine
SNRNP70,broadly_reactive_cysteine
ITGA5,broadly_reactive_cysteine
NFIC,broadly_reactive_cysteine
VIM,broadly_reactive_cysteine
GNAI3,broadly_reactive_cysteine
ANXA5,broadly_reactive_cysteine
MRPL3,broadly_reactive_cysteine
POU2F2,broadly_reactive_cysteine
ENO2,broadly_reactive_cysteine
ACAA1,broadly_reactive_cysteine
GSTP1,broadly_reactive_cysteine
SNRPC,broadly_reactive_cysteine
CD48,broadly_reactive_cysteine
LGALS1,broadly_reactive_cysteine
QDPR,broadly_reactive_cysteine
CLTB,broadly_reactive_cysteine
ANXA4,broadly_reactive_cysteine
CNP,broadly_reactive_cysteine
CD7,broadly_reactive_cysteine
DLD,broadly_reactive_cysteine
HNRNPA1,broadly_reactive_cysteine
SNRPA1,broadly_reactive_cysteine
CTSH,broadly_reactive_cysteine
CD3G,broadly_reactive_cysteine
FGR,broadly_reactive_cysteine
PARP1,broadly_reactive_cysteine
POLA1,broadly_reactive_cysteine
IFIT2,broadly_reactive_cysteine
IFIT1,broadly_reactive_cysteine
UCHL1,broadly_reactive_cysteine
FURIN,broadly_reactive_cysteine
LTA4H,broadly_reactive_cysteine
ALDOC,broadly_reactive_cysteine
NUDT7,broadly_reactive_cysteine
TFPT,broadly_reactive_cysteine
FBXO45,broadly_reactive_cysteine
CCDC159,broadly_reactive_cysteine
CISD3,broadly_reactive_cysteine
ATXN1L,broadly_reactive_cysteine
JMJD7,broadly_reactive_cysteine
POLR2M,broadly_reactive_cysteine
FAM203B,broadly_reactive_cysteine
CHTF8,broadly_reactive_cysteine
POTEJ,broadly_reactive_cysteine
RPS17L,broadly_reactive_cysteine
ZBTB48,broadly_reactive_cysteine
FDX1,broadly_reactive_cysteine
RAP2A,broadly_reactive_cysteine
GZMB,broadly_reactive_cysteine
TROVE2,broadly_reactive_cysteine
MYBL2,broadly_reactive_cysteine
RARA,broadly_reactive_cysteine
RRAS,broadly_reactive_cysteine
HLA-C,broadly_reactive_cysteine
ARAF,broadly_reactive_cysteine
DLAT,broadly_reactive_cysteine
PTPRF,broadly_reactive_cysteine
TXN,broadly_reactive_cysteine
COX5B,broadly_reactive_cysteine
CTSA,broadly_reactive_cysteine
PRKAR1A,broadly_reactive_cysteine
UROS,broadly_reactive_cysteine
ESD,broadly_reactive_cysteine
HSPD1,broadly_reactive_cysteine
IRF1,broadly_reactive_cysteine
CD8B,broadly_reactive_cysteine
CD37,broadly_reactive_cysteine
ACP2,broadly_reactive_cysteine
HSPA8,broadly_reactive_cysteine
EGR2,broadly_reactive_cysteine
EPB41,broadly_reactive_cysteine
UMPS,broadly_reactive_cysteine
PDHB,broadly_reactive_cysteine
DBT,broadly_reactive_cysteine
ITGAM,broadly_reactive_cysteine
PYGB,broadly_reactive_cysteine
BCR,broadly_reactive_cysteine
LAMP1,broadly_reactive_cysteine
PIM1,broadly_reactive_cysteine
ACADM,broadly_reactive_cysteine
TOP1,broadly_reactive_cysteine
TOP2A,broadly_reactive_cysteine
G6PD,broadly_reactive_cysteine
UBL4A,broadly_reactive_cysteine
VDR,broadly_reactive_cysteine
ESRRA,broadly_reactive_cysteine
PC,broadly_reactive_cysteine
MTHFD1,broadly_reactive_cysteine
IGF2R,broadly_reactive_cysteine
ADH5,broadly_reactive_cysteine
CDK4,broadly_reactive_cysteine
CD79A,broadly_reactive_cysteine
PABPC1,broadly_reactive_cysteine
PCNA,broadly_reactive_cysteine
HARS,broadly_reactive_cysteine
SLC25A4,broadly_reactive_cysteine
SLC25A6,broadly_reactive_cysteine
F5,broadly_reactive_cysteine
IMPDH2,broadly_reactive_cysteine
TPR,broadly_reactive_cysteine
CKB,broadly_reactive_cysteine
MYCL2,broadly_reactive_cysteine
GZMA,broadly_reactive_cysteine
SKI,broadly_reactive_cysteine
SKIL,broadly_reactive_cysteine
ACTN1,broadly_reactive_cysteine
SRC,broadly_reactive_cysteine
PEPD,broadly_reactive_cysteine
XRCC6,broadly_reactive_cysteine
XRCC5,broadly_reactive_cysteine
UNG,broadly_reactive_cysteine
NR2C1,broadly_reactive_cysteine
ALAS1,broadly_reactive_cysteine
RNH1,broadly_reactive_cysteine
CCL5,broadly_reactive_cysteine
ITGA4,broadly_reactive_cysteine
ATP1A3,broadly_reactive_cysteine
EEF2,broadly_reactive_cysteine
PDIA4,broadly_reactive_cysteine
C6,broadly_reactive_cysteine
P4HA1,broadly_reactive_cysteine
ZNF35,broadly_reactive_cysteine
TPT1,broadly_reactive_cysteine
ALAD,broadly_reactive_cysteine
PRG2,broadly_reactive_cysteine
HLA-E,broadly_reactive_cysteine
LCP1,broadly_reactive_cysteine
PLS3,broadly_reactive_cysteine
APEH,broadly_reactive_cysteine
ETFA,broadly_reactive_cysteine
GYS1,broadly_reactive_cysteine
PRKAR2A,broadly_reactive_cysteine
GTF2F2,broadly_reactive_cysteine
CD59,broadly_reactive_cysteine
MTHFD2,broadly_reactive_cysteine
SELL,broadly_reactive_cysteine
MIF,broadly_reactive_cysteine
CD99,broadly_reactive_cysteine
PRF1,broadly_reactive_cysteine
PRKCSH,broadly_reactive_cysteine
IRF2,broadly_reactive_cysteine
HCLS1,broadly_reactive_cysteine
FDPS,broadly_reactive_cysteine
TRIM27,broadly_reactive_cysteine
CPM,broadly_reactive_cysteine
AKR1A1,broadly_reactive_cysteine
NCF1,broadly_reactive_cysteine
PKM,broadly_reactive_cysteine
ACYP2,broadly_reactive_cysteine
HSP90B1,broadly_reactive_cysteine
CCNB1,broadly_reactive_cysteine
IDE,broadly_reactive_cysteine
IL2RB,broadly_reactive_cysteine
COX6B1,broadly_reactive_cysteine
HNRNPL,broadly_reactive_cysteine
DARS,broadly_reactive_cysteine
ETS1,broadly_reactive_cysteine
LIF,broadly_reactive_cysteine
BRAF,broadly_reactive_cysteine
GLUL,broadly_reactive_cysteine
AKR1B1,broadly_reactive_cysteine
RAC2,broadly_reactive_cysteine
GSPT1,broadly_reactive_cysteine
ARSA,broadly_reactive_cysteine
EZR,broadly_reactive_cysteine
ATF2,broadly_reactive_cysteine
UCHL3,broadly_reactive_cysteine
FOSL1,broadly_reactive_cysteine
FOSL2,broadly_reactive_cysteine
HPGD,broadly_reactive_cysteine
VAV1,broadly_reactive_cysteine
CD46,broadly_reactive_cysteine
NME1,broadly_reactive_cysteine
PHKG2,broadly_reactive_cysteine
HIVEP1,broadly_reactive_cysteine
RPS2,broadly_reactive_cysteine
CHN1,broadly_reactive_cysteine
ST6GAL1,broadly_reactive_cysteine
RAG1,broadly_reactive_cysteine
RPA2,broadly_reactive_cysteine
CD44,broadly_reactive_cysteine
CBR1,broadly_reactive_cysteine
ANK1,broadly_reactive_cysteine
ACADS,broadly_reactive_cysteine
CREB1,broadly_reactive_cysteine
SLC25A16,broadly_reactive_cysteine
GLB1,broadly_reactive_cysteine
PPP3CB,broadly_reactive_cysteine
NCK1,broadly_reactive_cysteine
GCFC2,broadly_reactive_cysteine
CTLA4,broadly_reactive_cysteine
ZNF823,broadly_reactive_cysteine
POR,broadly_reactive_cysteine
MGMT,broadly_reactive_cysteine
PCSK2,broadly_reactive_cysteine
ATP2A2,broadly_reactive_cysteine
IL7R,broadly_reactive_cysteine
PLCG2,broadly_reactive_cysteine
FAH,broadly_reactive_cysteine
ZNF12,broadly_reactive_cysteine
ZNF14,broadly_reactive_cysteine
ZNF20,broadly_reactive_cysteine
ZNF182,broadly_reactive_cysteine
ZNF24,broadly_reactive_cysteine
ZKSCAN1,broadly_reactive_cysteine
ZNF28,broadly_reactive_cysteine
ZNF3,broadly_reactive_cysteine
ZNF43,broadly_reactive_cysteine
NAGA,broadly_reactive_cysteine
ZNF7,broadly_reactive_cysteine
ZNF8,broadly_reactive_cysteine
TMEM11,broadly_reactive_cysteine
GOT1,broadly_reactive_cysteine
PRKCA,broadly_reactive_cysteine
ITGA2,broadly_reactive_cysteine
UBTF,broadly_reactive_cysteine
HOXB4,broadly_reactive_cysteine
JUND,broadly_reactive_cysteine
ATF7,broadly_reactive_cysteine
CAPN2,broadly_reactive_cysteine
CEBPB,broadly_reactive_cysteine
PTPN2,broadly_reactive_cysteine
CTPS1,broadly_reactive_cysteine
ENG,broadly_reactive_cysteine
DDX5,broadly_reactive_cysteine
PFKL,broadly_reactive_cysteine
GM2A,broadly_reactive_cysteine
LGALS3,broadly_reactive_cysteine
PSMC3,broadly_reactive_cysteine
TCP1,broadly_reactive_cysteine
PTPN1,broadly_reactive_cysteine
ERCC2,broadly_reactive_cysteine
RPL35A,broadly_reactive_cysteine
ARF4,broadly_reactive_cysteine
RPL7,broadly_reactive_cysteine
VCL,broadly_reactive_cysteine
PTPRA,broadly_reactive_cysteine
NAT1,broadly_reactive_cysteine
SON,broadly_reactive_cysteine
RDBP,broadly_reactive_cysteine
LAG3,broadly_reactive_cysteine
PGAM1,broadly_reactive_cysteine
RCC1,broadly_reactive_cysteine
ATF3,broadly_reactive_cysteine
ATF4,broadly_reactive_cysteine
LIG1,broadly_reactive_cysteine
XRCC1,broadly_reactive_cysteine
PLCG1,broadly_reactive_cysteine
NCL,broadly_reactive_cysteine
HK1,broadly_reactive_cysteine
POLR2C,broadly_reactive_cysteine
POLR2E,broadly_reactive_cysteine
CD53,broadly_reactive_cysteine
NDUFV2,broadly_reactive_cysteine
GGT1,broadly_reactive_cysteine
ERCC3,broadly_reactive_cysteine
TRIM21,broadly_reactive_cysteine
EIF2AK2,broadly_reactive_cysteine
SRM,broadly_reactive_cysteine
SLC9A1,broadly_reactive_cysteine
CSNK2A2,broadly_reactive_cysteine
NFKB1,broadly_reactive_cysteine
NCF2,broadly_reactive_cysteine
TYMP,broadly_reactive_cysteine
ATP2B1,broadly_reactive_cysteine
EIF2S2,broadly_reactive_cysteine
ANXA7,broadly_reactive_cysteine
TBP,broadly_reactive_cysteine
CCNA2,broadly_reactive_cysteine
BTF3,broadly_reactive_cysteine
TNFRSF1B,broadly_reactive_cysteine
RAB4A,broadly_reactive_cysteine
RAB5A,broadly_reactive_cysteine
MSH3,broadly_reactive_cysteine
MX1,broadly_reactive_cysteine
MX2,broadly_reactive_cysteine
PSMB1,broadly_reactive_cysteine
M6PR,broadly_reactive_cysteine
LMNB1,broadly_reactive_cysteine
ITGAL,broadly_reactive_cysteine
ITGAX,broadly_reactive_cysteine
GZMH,broadly_reactive_cysteine
CAST,broadly_reactive_cysteine
IMPDH1,broadly_reactive_cysteine
RASA1,broadly_reactive_cysteine
GSTM3,broadly_reactive_cysteine
ATP6V1B2,broadly_reactive_cysteine
ATP6V1C1,broadly_reactive_cysteine
CSRP1,broadly_reactive_cysteine
FLNA,broadly_reactive_cysteine
NF1,broadly_reactive_cysteine
ACO1,broadly_reactive_cysteine
S1PR1,broadly_reactive_cysteine
TNFAIP3,broadly_reactive_cysteine
NT5E,broadly_reactive_cysteine
TAF1,broadly_reactive_cysteine
EPHA1,broadly_reactive_cysteine
VDAC1,broadly_reactive_cysteine
SDHB,broadly_reactive_cysteine
BCKDHB,broadly_reactive_cysteine
COMT,broadly_reactive_cysteine
KCNA3,broadly_reactive_cysteine
MUT,broadly_reactive_cysteine
OSBP,broadly_reactive_cysteine
PCMT1,broadly_reactive_cysteine
FBL,broadly_reactive_cysteine
RPS4Y1,broadly_reactive_cysteine
GART,broadly_reactive_cysteine
PAICS,broadly_reactive_cysteine
SCP2,broadly_reactive_cysteine
UBA1,broadly_reactive_cysteine
USF1,broadly_reactive_cysteine
FDXR,broadly_reactive_cysteine
HNRNPA2B1,broadly_reactive_cysteine
RFX1,broadly_reactive_cysteine
CBL,broadly_reactive_cysteine
UQCRC2,broadly_reactive_cysteine
NR4A1,broadly_reactive_cysteine
GNLY,broadly_reactive_cysteine
FECH,broadly_reactive_cysteine
XPA,broadly_reactive_cysteine
TCEA1,broadly_reactive_cysteine
ITGA6,broadly_reactive_cysteine
SFPQ,broadly_reactive_cysteine
PPIB,broadly_reactive_cysteine
ME2,broadly_reactive_cysteine
WARS,broadly_reactive_cysteine
RPS3,broadly_reactive_cysteine
RPS6KB1,broadly_reactive_cysteine
JAK1,broadly_reactive_cysteine
PTPRE,broadly_reactive_cysteine
SP100,broadly_reactive_cysteine
MCC,broadly_reactive_cysteine
AHCY,broadly_reactive_cysteine
CFL1,broadly_reactive_cysteine
F8A3,broadly_reactive_cysteine
ATP2B4,broadly_reactive_cysteine
DGKA,broadly_reactive_cysteine
GATA3,broadly_reactive_cysteine
CPT2,broadly_reactive_cysteine
DTYMK,broadly_reactive_cysteine
RRM1,broadly_reactive_cysteine
IL32,broadly_reactive_cysteine
ZBTB25,broadly_reactive_cysteine
CHM,broadly_reactive_cysteine
KDELR1,broadly_reactive_cysteine
IL4R,broadly_reactive_cysteine
EEF1B2,broadly_reactive_cysteine
TBXAS1,broadly_reactive_cysteine
AKAP5,broadly_reactive_cysteine
ACP1,broadly_reactive_cysteine
PRKCH,broadly_reactive_cysteine
ACAT1,broadly_reactive_cysteine
CYP2F1,broadly_reactive_cysteine
POLR2A,broadly_reactive_cysteine
CDK2,broadly_reactive_cysteine
APC,broadly_reactive_cysteine
ADRBK1,broadly_reactive_cysteine
F2R,broadly_reactive_cysteine
MCM3,broadly_reactive_cysteine
NFYB,broadly_reactive_cysteine
MPST,broadly_reactive_cysteine
RPS12,broadly_reactive_cysteine
FAS,broadly_reactive_cysteine
YY1,broadly_reactive_cysteine
DNAJB1,broadly_reactive_cysteine
DNAJB2,broadly_reactive_cysteine
ATP5A1,broadly_reactive_cysteine
CTSS,broadly_reactive_cysteine
PSMA1,broadly_reactive_cysteine
PSMA2,broadly_reactive_cysteine
PSMA3,broadly_reactive_cysteine
PSMA4,broadly_reactive_cysteine
NFKBIA,broadly_reactive_cysteine
ITGB7,broadly_reactive_cysteine
MSN,broadly_reactive_cysteine
DDX6,broadly_reactive_cysteine
DNMT1,broadly_reactive_cysteine
U2AF2,broadly_reactive_cysteine
CHML,broadly_reactive_cysteine
IVD,broadly_reactive_cysteine
S100A4,broadly_reactive_cysteine
PTBP1,broadly_reactive_cysteine
TARS,broadly_reactive_cysteine
EEF1G,broadly_reactive_cysteine
ZFP36,broadly_reactive_cysteine
KLRC1,broadly_reactive_cysteine
KLRK1,broadly_reactive_cysteine
FKBP2,broadly_reactive_cysteine
STOM,broadly_reactive_cysteine
AK4,broadly_reactive_cysteine
YWHAQ,broadly_reactive_cysteine
MAPK3,broadly_reactive_cysteine
MARK3,broadly_reactive_cysteine
DPP4,broadly_reactive_cysteine
ARNT,broadly_reactive_cysteine
RPL10,broadly_reactive_cysteine
RPA1,broadly_reactive_cysteine
APEX1,broadly_reactive_cysteine
DCK,broadly_reactive_cysteine
CAD,broadly_reactive_cysteine
CALR,broadly_reactive_cysteine
PDE4A,broadly_reactive_cysteine
MAP4,broadly_reactive_cysteine
CANX,broadly_reactive_cysteine
PIK3R1,broadly_reactive_cysteine
ITPKB,broadly_reactive_cysteine
AOAH,broadly_reactive_cysteine
PSMB8,broadly_reactive_cysteine
PSMB9,broadly_reactive_cysteine
PSMA5,broadly_reactive_cysteine
PSMB5,broadly_reactive_cysteine
GSTM2,broadly_reactive_cysteine
ABCD3,broadly_reactive_cysteine
SSFA2,broadly_reactive_cysteine
NDUFS1,broadly_reactive_cysteine
POLD1,broadly_reactive_cysteine
MAPK1,broadly_reactive_cysteine
GCA,broadly_reactive_cysteine
RXRB,broadly_reactive_cysteine
ERCC5,broadly_reactive_cysteine
RBL1,broadly_reactive_cysteine
LAP3,broadly_reactive_cysteine
CD38,broadly_reactive_cysteine
