,ensembl_gene_id,hgnc_symbol,entrezgene,gene_biotype,percentage_gc_content,cds_length,chromosome_name
402,ENSG00000019144,PHLDB1,102466719,protein_coding,54.3,4134,11
403,ENSG00000019169,MARCO,8685,protein_coding,44.33,1563,2
404,ENSG00000019186,CYP24A1,1591,protein_coding,43.36,1545,20
405,ENSG00000019485,PRDM11,56981,protein_coding,47.84,3534,11
406,ENSG00000019505,SYT13,57586,protein_coding,46.27,1281,11
407,ENSG00000019549,SNAI2,6591,protein_coding,40.95,807,8
408,ENSG00000019582,CD74,972,protein_coding,53.3,949,5
409,ENSG00000019991,HGF,3082,protein_coding,34.42,2187,7
410,ENSG00000019995,ZRANB1,54764,protein_coding,39.68,2127,10
411,ENSG00000020129,NCDN,23154,protein_coding,57.71,2190,1
412,ENSG00000020181,ADGRA2,25960,protein_coding,55.25,4017,8
413,ENSG00000020219,CCT8L1P,NA,processed_pseudogene,57.11,NA,7
414,ENSG00000020256,ZFP64,55734,protein_coding,44.05,2046,20
415,ENSG00000020426,MNAT1,4331,protein_coding,36.62,930,14
416,ENSG00000020577,SAMD4A,23034,protein_coding,43.1,2157,14
417,ENSG00000020633,RUNX3,864,protein_coding,54.8,1290,1
418,ENSG00000020922,MRE11,4361,protein_coding,37.31,2136,11
419,ENSG00000021300,PLEKHB1,58473,protein_coding,52.94,732,11
420,ENSG00000021355,SERPINB1,1992,protein_coding,43.16,1140,6
421,ENSG00000021461,CYP3A43,64816,protein_coding,40.68,1515,7
422,ENSG00000021488,SLC7A9,11136,protein_coding,46.62,1464,19
423,ENSG00000021574,SPAST,6683,protein_coding,39.98,1851,2
424,ENSG00000021645,NRXN3,9369,protein_coding,39.46,4995,14
425,ENSG00000021762,OSBPL5,114879,protein_coding,57,2640,11
426,ENSG00000021776,AQR,9716,protein_coding,37.54,4458,15
427,ENSG00000021826,CPS1,1373,protein_coding,36.31,4521,2
428,ENSG00000021852,C8B,732,protein_coding,42.82,1776,1
429,ENSG00000022267,FHL1,2273,protein_coding,42.07,972,X
430,ENSG00000022277,RTFDC1,51507,protein_coding,43.71,1011,20
431,ENSG00000022355,GABRA1,2554,protein_coding,34.99,1416,5
432,ENSG00000022556,NLRP2,55655,protein_coding,49.09,3189,19
433,ENSG00000022567,SLC45A4,57210,protein_coding,52.64,2427,8
434,ENSG00000022840,RNF10,9921,protein_coding,45.25,2451,12
435,ENSG00000022976,ZNF839,55778,protein_coding,49.04,2784,14
436,ENSG00000023041,ZDHHC6,64429,protein_coding,38.61,1242,10
437,ENSG00000023171,GRAMD1B,57476,protein_coding,45.8,2634,11
438,ENSG00000023191,RNH1,6050,protein_coding,60.36,1386,11
439,ENSG00000023228,NDUFS1,4719,protein_coding,40.81,2226,2
440,ENSG00000023287,RB1CC1,9821,protein_coding,37.73,4785,8
441,ENSG00000023318,ERP44,23071,protein_coding,37.86,1221,9
442,ENSG00000023330,ALAS1,211,protein_coding,45.47,1923,3
443,ENSG00000023445,BIRC3,330,protein_coding,37.6,1815,11
444,ENSG00000023516,AKAP11,11215,protein_coding,36.45,5706,13
445,ENSG00000023572,GLRX2,51022,protein_coding,41.92,498,1
446,ENSG00000023608,SNAPC1,6617,protein_coding,39.61,1107,14
447,ENSG00000023697,DERA,51071,protein_coding,39.16,957,12
448,ENSG00000023734,STRAP,11171,protein_coding,36.48,1092,12
449,ENSG00000023839,ABCC2,1244,protein_coding,45.12,4638,10
450,ENSG00000023892,DEF6,50619,protein_coding,48.45,1896,6
451,ENSG00000023902,PLEKHO1,51177,protein_coding,51.63,1230,1
452,ENSG00000023909,GCLM,2730,protein_coding,36.37,825,1
453,ENSG00000024048,UBR2,23304,protein_coding,39.1,5268,6
454,ENSG00000024422,EHD2,30846,protein_coding,52.96,1632,19
455,ENSG00000024526,DEPDC1,55635,protein_coding,34.94,2436,1
456,ENSG00000024862,CCDC28A,25901,protein_coding,39.18,825,6
457,ENSG00000025039,RRAGD,58528,protein_coding,42.25,1203,6
458,ENSG00000025156,HSF2,3298,protein_coding,35.55,1611,6
459,ENSG00000025293,PHF20,51230,protein_coding,44.08,3039,20
460,ENSG00000025423,HSD17B6,8630,protein_coding,44.92,954,12
461,ENSG00000025434,NR1H3,10062,protein_coding,50.87,1401,11
462,ENSG00000025708,TYMP,1890,protein_coding,64.53,1464,22
463,ENSG00000025770,NCAPH2,29781,protein_coding,55.08,1821,22
464,ENSG00000025772,TOMM34,10953,protein_coding,45.11,930,20
465,ENSG00000025796,SEC63,11231,protein_coding,39.82,2283,6
466,ENSG00000025800,KPNA6,23633,protein_coding,44.21,1611,1
467,ENSG00000026025,VIM,7431,protein_coding,46.25,1401,10
468,ENSG00000026036,RTEL1-TNFRSF6B,NA,protein_coding,59.83,4203,20
469,ENSG00000026103,FAS,355,protein_coding,37.84,1008,10
470,ENSG00000026297,RNASET2,8635,protein_coding,48.7,921,6
471,ENSG00000026508,CD44,960,protein_coding,41.56,2229,11
472,ENSG00000026559,KCNG1,3755,protein_coding,52.21,1542,20
473,ENSG00000026652,AGPAT4,56895,protein_coding,45.36,1137,6
474,ENSG00000026751,SLAMF7,57823,protein_coding,43.99,1008,1
475,ENSG00000026950,BTN3A1,11119,protein_coding,44.45,1542,6
476,ENSG00000027001,MIPEP,4285,protein_coding,39.76,2142,13
477,ENSG00000027075,PRKCH,5583,protein_coding,42.48,2052,14
478,ENSG00000027644,INSRR,3645,protein_coding,55.51,3894,1
479,ENSG00000027697,IFNGR1,3459,protein_coding,38.81,1470,6
480,ENSG00000027847,B4GALT7,11285,protein_coding,57.92,984,5
481,ENSG00000027869,SH2D2A,9047,protein_coding,55.56,1200,1
482,ENSG00000028116,VRK2,7444,protein_coding,35.24,1527,2
483,ENSG00000028137,TNFRSF1B,102465836,protein_coding,55.42,1386,1
484,ENSG00000028137,TNFRSF1B,7133,protein_coding,55.42,1386,1
485,ENSG00000028203,VEZT,55591,protein_coding,38.6,2340,12
486,ENSG00000028277,POU2F2,5452,protein_coding,51.31,1857,19
487,ENSG00000028310,BRD9,65980,protein_coding,55.14,1794,5
488,ENSG00000028528,SNX1,6642,protein_coding,43.68,1674,15
489,ENSG00000028839,TBPL1,9519,protein_coding,37.6,561,6
490,ENSG00000029153,ARNTL2,56938,protein_coding,39.26,1911,12
491,ENSG00000029363,BCLAF1,9774,protein_coding,35.61,2763,6
492,ENSG00000029364,SLC39A9,55334,protein_coding,40.2,924,14
493,ENSG00000029534,ANK1,286,protein_coding,49.32,5694,8
494,ENSG00000029559,IBSP,3381,protein_coding,36.11,954,4
495,ENSG00000029639,TFB1M,51106,protein_coding,38.35,1041,6
496,ENSG00000029725,RABEP1,9135,protein_coding,41.37,2589,17
497,ENSG00000029993,HMGB3,3149,protein_coding,51.16,603,X
498,ENSG00000030066,NUP160,23279,protein_coding,41.86,4311,11
499,ENSG00000030110,BAK1,578,protein_coding,57.18,636,6
500,ENSG00000030304,MUSK,4593,protein_coding,36.45,2610,9
501,ENSG00000030419,IKZF2,22807,protein_coding,34.84,1599,2
502,ENSG00000030582,GRN,2896,protein_coding,57.64,1782,17
503,ENSG00000031003,FAM13B,51306,protein_coding,40.05,2748,5
504,ENSG00000031081,ARHGAP31,57514,protein_coding,43.44,4335,3
505,ENSG00000031691,CENPQ,55166,protein_coding,37.99,807,6
506,ENSG00000031698,SARS,6301,protein_coding,43.12,1611,1
507,ENSG00000031823,RANBP3,8498,protein_coding,52.74,1704,19
508,ENSG00000032219,ARID4A,5926,protein_coding,37.48,3774,14
509,ENSG00000032389,TSSC1,7260,protein_coding,48.27,1245,2
510,ENSG00000032444,PNPLA6,10908,protein_coding,55.88,4128,19
511,ENSG00000032742,IFT88,8100,protein_coding,38.74,2502,13
512,ENSG00000033011,ALG1,56052,protein_coding,49.28,1395,16
513,ENSG00000033030,ZCCHC8,55596,protein_coding,42.68,2124,12
514,ENSG00000033050,ABCF2,10061,protein_coding,49.19,1905,7
515,ENSG00000033100,CHPF2,54480,protein_coding,56.82,2319,7
516,ENSG00000033100,CHPF2,768213,protein_coding,56.82,2319,7
517,ENSG00000033122,LRRC7,57554,protein_coding,35.35,4614,1
518,ENSG00000033170,FUT8,2530,protein_coding,37.41,1728,14
519,ENSG00000033178,UBA6,55236,protein_coding,35.52,3159,4
520,ENSG00000033327,GAB2,9846,protein_coding,41.71,2031,11
521,ENSG00000033627,ATP6V0A1,100847046,protein_coding,45.47,2517,17
522,ENSG00000033627,ATP6V0A1,535,protein_coding,45.47,2517,17
523,ENSG00000033800,PIAS1,8554,protein_coding,38.09,1962,15
524,ENSG00000033867,SLC4A7,9497,protein_coding,36.85,3780,3
525,ENSG00000034053,APBA2,321,protein_coding,48.63,2250,15
526,ENSG00000034152,MAP2K3,5606,protein_coding,56.97,1044,17
527,ENSG00000034239,EFCAB1,79645,protein_coding,40.09,636,8
528,ENSG00000034510,TMSB10,9168,protein_coding,63.37,135,2
529,ENSG00000034533,ASTE1,28990,protein_coding,39.7,2115,3
530,ENSG00000034677,RNF19A,25897,protein_coding,38.61,2517,8
531,ENSG00000034693,PEX3,8504,protein_coding,35.11,1122,6
532,ENSG00000034713,GABARAPL2,11345,protein_coding,47.18,354,16
533,ENSG00000034971,MYOC,4653,protein_coding,45.71,1515,1
534,ENSG00000035115,SH3YL1,26751,protein_coding,40.78,1029,2
535,ENSG00000035141,FAM136A,84908,protein_coding,48.46,738,2
536,ENSG00000035403,VCL,7414,protein_coding,41.45,3405,10
537,ENSG00000035499,DEPDC1B,55789,protein_coding,38.63,1590,5
538,ENSG00000035664,DAPK2,23604,protein_coding,46.89,1467,15
539,ENSG00000035681,NSMAF,8439,protein_coding,38.41,2847,8
540,ENSG00000035687,ADSS,159,protein_coding,38.3,1371,1
541,ENSG00000035720,STAP1,26228,protein_coding,37.8,888,4
542,ENSG00000035862,TIMP2,7077,protein_coding,52.6,663,17
543,ENSG00000035928,RFC1,5981,protein_coding,39.26,3447,4
544,ENSG00000036054,TBC1D23,55773,protein_coding,36.46,2100,3
545,ENSG00000036257,CUL3,8452,protein_coding,37.23,2307,2
546,ENSG00000036448,MYOM2,9172,protein_coding,46.64,4398,8
547,ENSG00000036473,OTC,5009,protein_coding,39.3,1065,X
548,ENSG00000036530,CYP46A1,10858,protein_coding,47.28,1503,14
549,ENSG00000036549,ZZZ3,26009,protein_coding,37.17,2712,1
550,ENSG00000036565,SLC18A1,6570,protein_coding,44,1578,8
551,ENSG00000036672,USP2,9099,protein_coding,54.64,1818,11
552,ENSG00000036828,CASR,846,protein_coding,40.88,3267,3
553,ENSG00000037042,TUBG2,27175,protein_coding,51.9,1356,17
554,ENSG00000037241,RPL26L1,51121,protein_coding,46.12,438,5
555,ENSG00000037280,FLT4,2324,protein_coding,60.24,4092,5
556,ENSG00000037474,NSUN2,54888,protein_coding,43.29,2304,5
557,ENSG00000037637,FBXO42,54455,protein_coding,43.85,2154,1
558,ENSG00000037749,MFAP3,4238,protein_coding,43.54,1089,5
559,ENSG00000037757,MRI1,84245,protein_coding,52.16,1110,19
560,ENSG00000037897,METTL1,4234,protein_coding,54.22,831,12
561,ENSG00000037965,HOXC8,3224,protein_coding,52.78,729,12
562,ENSG00000038002,AGA,175,protein_coding,39.89,1041,4
563,ENSG00000038210,PI4K2B,55300,protein_coding,41.82,1446,4
564,ENSG00000038219,BOD1L1,259282,protein_coding,38.88,9156,4
565,ENSG00000038274,MAT2B,27430,protein_coding,38.25,1005,5
566,ENSG00000038295,TLL1,7092,protein_coding,35.72,3111,4
567,ENSG00000038358,EDC4,23644,protein_coding,57.32,4206,16
568,ENSG00000038382,TRIO,7204,protein_coding,43.35,9294,5
569,ENSG00000038427,VCAN,1462,protein_coding,37.22,10191,5
570,ENSG00000038532,CLEC16A,23274,protein_coding,48.06,3162,16
571,ENSG00000038945,MSR1,4481,protein_coding,35.52,1410,8
572,ENSG00000039068,CDH1,999,protein_coding,46.89,2712,16
573,ENSG00000039123,SKIV2L2,23517,protein_coding,36.85,3129,5
574,ENSG00000039139,DNAH5,1767,protein_coding,38.97,13875,5
575,ENSG00000039319,ZFYVE16,9765,protein_coding,37.65,4620,5
576,ENSG00000039523,FAM65A,79567,protein_coding,57.05,3717,16
577,ENSG00000039537,C6,729,protein_coding,36.68,2805,5
578,ENSG00000039560,RAI14,26064,protein_coding,42.13,2952,5
579,ENSG00000039600,SOX30,11063,protein_coding,40.71,2262,5
580,ENSG00000039650,PNKP,11284,protein_coding,59.53,1566,19
581,ENSG00000039987,BEST2,54831,protein_coding,57.95,1530,19
582,ENSG00000040199,PHLPP2,23035,protein_coding,41.82,4077,16
583,ENSG00000040275,SPDL1,54908,protein_coding,37.28,1818,5
584,ENSG00000040341,STAU2,27067,protein_coding,38.25,1713,8
585,ENSG00000040487,PQLC2,54896,protein_coding,54.93,876,1
586,ENSG00000040531,CTNS,1497,protein_coding,54.27,1203,17
587,ENSG00000040608,RTN4R,65078,protein_coding,60.45,1679,22
588,ENSG00000040633,PHF23,79142,protein_coding,59.51,1212,17
589,ENSG00000040731,CDH10,1008,protein_coding,34,2367,5
590,ENSG00000040933,INPP4A,3631,protein_coding,47.33,2934,2
591,ENSG00000041353,RAB27B,5874,protein_coding,37.74,657,18
592,ENSG00000041357,PSMA4,5685,protein_coding,42.32,786,15
593,ENSG00000041515,MYO16,23026,protein_coding,38.48,5643,13
594,ENSG00000041802,LSG1,55341,protein_coding,41.69,1977,3
595,ENSG00000041880,PARP3,10039,protein_coding,59.21,1623,3
596,ENSG00000041982,TNC,3371,protein_coding,41.85,6606,9
597,ENSG00000041988,THAP3,90326,protein_coding,56.77,720,1
598,ENSG00000042062,FAM65C,140876,protein_coding,51.6,2841,20
599,ENSG00000042088,TDP1,55775,protein_coding,42.14,1827,14
600,ENSG00000042286,AIFM2,84883,protein_coding,50.25,1122,10
601,ENSG00000042304,C2orf83,56918,protein_coding,43.18,453,2
602,ENSG00000042317,SPATA7,55812,protein_coding,37.9,1800,14
603,ENSG00000042429,MED17,9440,protein_coding,39.81,1956,11
604,ENSG00000042445,RETSAT,54884,protein_coding,51.7,1833,2
605,ENSG00000042493,CAPG,822,protein_coding,51.32,1047,2
606,ENSG00000042753,AP2S1,1175,protein_coding,52.87,477,19
607,ENSG00000042781,USH2A,7399,protein_coding,36.36,15609,1
608,ENSG00000042813,ZPBP,11055,protein_coding,36.38,1056,7
609,ENSG00000042832,TG,7038,protein_coding,45.9,8307,8
610,ENSG00000042980,ADAM28,10863,protein_coding,35.71,2328,8
611,ENSG00000043039,BARX2,8538,protein_coding,42.73,840,11
612,ENSG00000043093,DCUN1D1,54165,protein_coding,39.56,780,3
613,ENSG00000043143,JADE2,23338,protein_coding,53.79,2505,5
614,ENSG00000043355,ZIC2,7546,protein_coding,56.6,1599,13
615,ENSG00000043462,LCP2,3937,protein_coding,44.64,1602,5
616,ENSG00000043514,TRIT1,54802,protein_coding,42.46,1404,1
617,ENSG00000043591,ADRB1,153,protein_coding,57.45,1434,10
618,ENSG00000044012,GUCA2B,2981,protein_coding,59.94,339,1
619,ENSG00000044090,CUL7,9820,protein_coding,54.7,5349,6
620,ENSG00000044115,CTNNA1,1495,protein_coding,44.15,2721,5
621,ENSG00000044446,PHKA2,5256,protein_coding,45.75,3708,X
622,ENSG00000044459,CNTLN,54875,protein_coding,36.43,4221,9
623,ENSG00000044524,EPHA3,2042,protein_coding,34.6,2952,3
624,ENSG00000044574,HSPA5,3309,protein_coding,43.98,1965,9
625,ENSG00000046604,DSG2,1829,protein_coding,39.27,3357,18
626,ENSG00000046647,GEMIN8,54960,protein_coding,40.79,729,X
627,ENSG00000046651,OFD1,8481,protein_coding,39.8,3039,X
628,ENSG00000046653,GPM6B,2824,protein_coding,41.5,987,X
629,ENSG00000046774,MAGEC2,51438,protein_coding,51.77,1122,X
630,ENSG00000046889,PREX2,80243,protein_coding,37.16,4821,8
631,ENSG00000047056,WDR37,22884,protein_coding,45.5,1485,10
632,ENSG00000047188,YTHDC2,64848,protein_coding,34.67,4293,5
633,ENSG00000047230,CTPS2,56474,protein_coding,43.51,1761,X
634,ENSG00000047249,ATP6V1H,51606,protein_coding,39.2,1452,8
635,ENSG00000047315,POLR2B,5431,protein_coding,40.19,3525,4
636,ENSG00000047346,FAM214A,56204,protein_coding,37.21,3252,15
637,ENSG00000047365,ARAP2,116984,protein_coding,35.53,5115,4
638,ENSG00000047410,TPR,7175,protein_coding,34.16,7092,1
639,ENSG00000047457,CP,1356,protein_coding,37.35,3198,3
640,ENSG00000047578,KIAA0556,23247,protein_coding,47.84,4857,16
641,ENSG00000047579,DTNBP1,84062,protein_coding,39.93,1056,6
642,ENSG00000047597,XK,7504,protein_coding,39.54,1335,X
643,ENSG00000047617,ANO2,57101,protein_coding,44.4,3012,12
644,ENSG00000047621,C12orf4,57102,protein_coding,36.55,1659,12
645,ENSG00000047634,SCML1,6322,protein_coding,38.89,990,X
646,ENSG00000047644,WWC3,55841,protein_coding,46.21,3279,X
647,ENSG00000047648,ARHGAP6,395,protein_coding,39.11,2925,X
648,ENSG00000047662,FAM184B,27146,protein_coding,44.05,3183,4
649,ENSG00000047849,MAP4,4134,protein_coding,43.43,6894,3
650,ENSG00000047932,GOPC,57120,protein_coding,36.66,1389,6
651,ENSG00000047936,ROS1,6098,protein_coding,37.24,7044,6
652,ENSG00000048028,USP28,57646,protein_coding,41.45,3234,11
653,ENSG00000048052,HDAC9,9734,protein_coding,36.13,3210,7
654,ENSG00000048140,TSPAN17,26262,protein_coding,58.7,999,5
655,ENSG00000048162,NOP16,51491,protein_coding,49.33,714,5
656,ENSG00000048342,CC2D2A,57545,protein_coding,40.21,4863,4
657,ENSG00000048392,RRM2B,50484,protein_coding,37.99,1225,8
658,ENSG00000048405,ZNF800,168850,protein_coding,37.8,1995,7
659,ENSG00000048462,TNFRSF17,608,protein_coding,40.48,555,16
660,ENSG00000048471,SNX29,92017,protein_coding,47.13,2442,16
661,ENSG00000048540,LMO3,55885,protein_coding,35.63,504,12
662,ENSG00000048544,MRPS10,55173,protein_coding,41.04,606,6
663,ENSG00000048545,GUCA1A,2978,protein_coding,51.23,618,6
664,ENSG00000048649,RSF1,51773,protein_coding,39.04,4326,11
665,ENSG00000048707,VPS13D,55187,protein_coding,42.34,13167,1
666,ENSG00000048740,CELF2,10659,protein_coding,41.91,1602,10
667,ENSG00000048828,FAM120A,23196,protein_coding,42.4,3357,9
668,ENSG00000048991,R3HDM1,23518,protein_coding,37.98,3303,2
669,ENSG00000049089,COL9A2,1298,protein_coding,57.43,2070,1
670,ENSG00000049130,KITLG,4254,protein_coding,36.84,822,12
671,ENSG00000049167,ERCC8,1161,protein_coding,37.16,1191,5
672,ENSG00000049192,ADAMTS6,11174,protein_coding,35.91,3354,5
673,ENSG00000049239,H6PD,9563,protein_coding,52.29,2409,1
674,ENSG00000049245,VAMP3,9341,protein_coding,42.77,303,1
675,ENSG00000049246,PER3,8863,protein_coding,40.53,3633,1
676,ENSG00000049247,UTS2,10911,protein_coding,40.81,420,1
677,ENSG00000049249,TNFRSF9,3604,protein_coding,43.95,768,1
678,ENSG00000049283,EPN3,55040,protein_coding,58.71,1899,17
679,ENSG00000049323,LTBP1,4052,protein_coding,40.25,5166,2
680,ENSG00000049449,RCN1,440034,protein_coding,43.38,996,11
681,ENSG00000049449,RCN1,5954,protein_coding,43.38,996,11
682,ENSG00000049540,ELN,2006,protein_coding,54.95,2361,7
683,ENSG00000049541,RFC2,5982,protein_coding,48.96,1065,7
684,ENSG00000049618,ARID1B,57492,protein_coding,40.87,6870,6
685,ENSG00000049656,CLPTM1L,81037,protein_coding,56.17,1617,5
686,ENSG00000049759,NEDD4L,23327,protein_coding,43.36,3765,18
687,ENSG00000049768,FOXP3,50943,protein_coding,53.51,1371,X
688,ENSG00000049769,PPP1R3F,89801,protein_coding,47.85,2400,X
689,ENSG00000049860,HEXB,3074,protein_coding,42.11,1671,5
690,ENSG00000049883,PTCD2,79810,protein_coding,40.38,1167,5
691,ENSG00000050030,KIAA2022,340533,protein_coding,39.49,4551,X
692,ENSG00000050130,JKAMP,51528,protein_coding,36.78,978,14
693,ENSG00000050165,DKK3,27122,protein_coding,49.18,1095,11
694,ENSG00000050327,ARHGEF5,102725117,protein_coding,48.06,4794,7
695,ENSG00000050327,ARHGEF5,7984,protein_coding,48.06,4794,7
696,ENSG00000050344,NFE2L3,9603,protein_coding,44.64,2085,7
697,ENSG00000050393,MCUR1,63933,protein_coding,41.24,1080,6
698,ENSG00000050405,LIMA1,51474,protein_coding,42.32,2283,12
699,ENSG00000050426,LETMD1,25875,protein_coding,45.34,1122,12
700,ENSG00000050438,SLC4A8,9498,protein_coding,42.72,3282,12
701,ENSG00000050555,LAMC3,10319,protein_coding,53.69,4728,9
702,ENSG00000050628,PTGER3,5733,protein_coding,38.05,1278,1
703,ENSG00000050730,TNIP3,79931,protein_coding,37.14,1131,4
704,ENSG00000050748,MAPK9,5601,protein_coding,43.58,1275,5
705,ENSG00000050767,COL23A1,91522,protein_coding,50.62,1623,5
706,ENSG00000050820,BCAR1,9564,protein_coding,59.7,2751,16
707,ENSG00000051009,FAM160A2,84067,protein_coding,44.55,2961,11
708,ENSG00000051108,HERPUD1,9709,protein_coding,43.16,1176,16
709,ENSG00000051128,HOMER3,9454,protein_coding,56.77,1086,19
710,ENSG00000051180,RAD51,5888,protein_coding,43.47,1023,15
711,ENSG00000051341,POLQ,10721,protein_coding,39.06,8178,3
712,ENSG00000051382,PIK3CB,5291,protein_coding,40.59,3213,3
713,ENSG00000051523,CYBA,1535,protein_coding,61.89,633,16
714,ENSG00000051596,THOC3,84321,protein_coding,43.01,1056,5
715,ENSG00000051620,HEBP2,23593,protein_coding,47.12,618,6
716,ENSG00000051825,MPHOSPH9,10198,protein_coding,42.99,3552,12
717,ENSG00000052126,PLEKHA5,54477,protein_coding,38.09,3849,12
718,ENSG00000052344,PRSS8,5652,protein_coding,59.05,1032,16
719,ENSG00000052723,SIKE1,80143,protein_coding,36.9,636,1
720,ENSG00000052749,RRP12,23223,protein_coding,50.49,3894,10
721,ENSG00000052795,FNIP2,57600,protein_coding,40.56,3345,4
722,ENSG00000052802,MSMO1,6307,protein_coding,37.1,882,4
723,ENSG00000052841,TTC17,55761,protein_coding,37.89,3426,11
724,ENSG00000052850,ALX4,60529,protein_coding,52.84,1236,11
725,ENSG00000053108,FSTL4,23105,protein_coding,46.69,2529,5
726,ENSG00000053254,FOXN3,1112,protein_coding,44.31,1473,14
727,ENSG00000053328,METTL24,728464,protein_coding,40.64,1101,6
728,ENSG00000053371,AKR7A2,8574,protein_coding,52.87,1080,1
729,ENSG00000053372,MRTO4,51154,protein_coding,53.49,720,1
730,ENSG00000053438,NNAT,4826,protein_coding,54.05,246,20
731,ENSG00000053501,USE1,55850,protein_coding,55.26,780,19
732,ENSG00000053524,MCF2L2,23101,protein_coding,42.39,3345,3
733,ENSG00000053702,NRIP2,83714,protein_coding,51.39,846,12
734,ENSG00000053747,LAMA3,3909,protein_coding,42.46,10002,18
735,ENSG00000053770,AP5M1,55745,protein_coding,35.17,1515,14
736,ENSG00000053900,ANAPC4,29945,protein_coding,37.97,2430,4
737,ENSG00000053918,KCNQ1,3784,protein_coding,51.55,2031,11
738,ENSG00000054116,TRAPPC3,27095,protein_coding,49.8,567,1
739,ENSG00000054118,THRAP3,9967,protein_coding,43.72,2868,1
740,ENSG00000054148,PHPT1,29085,protein_coding,66.23,378,9
741,ENSG00000054179,ENTPD2,954,protein_coding,65.74,1488,9
742,ENSG00000054219,LY75,4065,protein_coding,37.97,5169,2
743,ENSG00000054267,ARID4B,51742,protein_coding,39.95,3939,1
744,ENSG00000054277,OPN3,23596,protein_coding,39.62,1209,1
745,ENSG00000054282,SDCCAG8,10806,protein_coding,39.81,2142,1
746,ENSG00000054356,PTPRN,5798,protein_coding,53.59,2940,2
747,ENSG00000054392,HHAT,55733,protein_coding,42.26,1485,1
748,ENSG00000054523,KIF1B,23095,protein_coding,41.99,5472,1
749,ENSG00000054598,FOXC1,2296,protein_coding,56.32,1662,6
750,ENSG00000054611,TBC1D22A,25771,protein_coding,49.42,1554,22
751,ENSG00000054654,SYNE2,23224,protein_coding,40.76,20724,14
